ID_MOEDA;DATA_REF;vlr_cotacao
VES;2010-01-21;5,172093153
MMK;2010-03-16;4,896776438
CVE;2010-08-27;2,62020272
MRO;2010-10-28;5,763658345
THB;2010-03-18;4,889362216
COP;2010-04-02;5,631402314
PHP;2010-11-22;4,529129505
XPF;2010-03-05;5,123919487
SOS;2010-11-05;2,736201704
NOK;2010-11-16;5,906096935
SAR;2010-11-22;3,655523896
TTD;2010-04-08;7,617201269
MGB;2010-11-26;7,46209383
XAU;2010-02-23;3,065251291
SOS;2010-09-01;3,817541122
NIO;2010-01-04;2,880322158
PGK;2010-09-20;4,451674461
ZWL;2010-04-29;7,802131236
WST;2010-11-26;5,106319368
XAF;2010-04-15;7,027882874
GIP;2010-11-23;5,483004808
CZK;2010-10-08;4,715273619
KMF;2010-02-23;6,496880651
OMR;2010-02-10;2,348226786
SGD;2010-05-11;1,805196583
HTG;2010-02-05;3,956739902
ANG;2010-04-28;1,663558662
PGK;2010-07-21;3,09466368
ARS;2010-02-15;5,23747766
HTG;2010-07-15;2,333702922
GBP;2010-08-11;7,934890032
MRU;2010-06-16;2,328329802
GBP;2010-03-10;6,888929009
CZK;2010-11-09;6,932286143
MRU;2010-06-09;3,874024808
DJF;2010-06-28;1,418710768
USD;2010-07-12;1,521811008
TRY;2010-11-11;1,749176443
FJD;2010-02-22;6,306139886
ALL;2010-06-29;1,995368242
ILS;2010-02-26;3,570777297
NIO;2010-11-30;4,198121011
CAD;2010-08-09;2,03138417
VES;2010-08-20;6,479469955
LSL;2010-05-11;3,045042217
XAF;2010-03-10;7,343646944
PGK;2010-07-05;1,981008351
DJF;2010-08-20;3,525590181
VES;2010-08-16;6,494895875
CLP;2010-07-13;3,340309739
GEL;2010-09-22;5,171226561
DZD;2010-11-18;4,932630479
VES;2010-07-30;7,626598597
HTG;2010-05-18;5,258989334
DZD;2010-05-14;4,286164582
CLP;2010-11-18;5,594138026
MUR;2010-05-12;7,179412961
FJD;2010-10-11;4,519211054
ALL;2010-05-20;1,158968925
MRU;2010-01-29;6,081241965
COP;2010-04-28;5,432026088
AFN;2010-01-19;3,370904565
XAU;2010-05-03;4,149020672
HTG;2010-11-05;6,017076194
SOS;2010-02-23;6,385900974
MRU;2010-01-19;7,436249614
SLL;2010-10-08;7,807365417
SBD;2010-02-02;3,466341496
ALL;2010-07-23;2,12908709
XAF;2010-11-16;3,302116275
PEN;2010-06-03;7,840026379
FJD;2010-11-19;5,279788792
JPY;2010-04-19;3,674517572
HTG;2010-07-29;1,175526381
VES;2010-11-16;6,275933087
XPF;2010-01-07;7,718955934
ZWL;2010-09-20;2,872074306
PHP;2010-11-25;5,763786018
ARS;2010-08-27;2,939817011
HTG;2010-09-29;1,780712128
SGD;2010-09-24;5,24315995
EGP;2010-07-07;4,048411727
SBD;2010-11-01;1,669341922
XOF;2010-09-21;1,134257495
GIP;2010-10-21;7,762854636
DJF;2010-10-25;7,178827167
VES;2010-01-26;7,840046823
EGP;2010-03-17;4,074119925
AWG;2010-07-02;4,389410019
XOF;2010-09-20;5,462649703
UYU;2010-11-24;5,12024951
WST;2010-04-15;6,352124333
TRY;2010-10-29;5,21436131
SBD;2010-02-01;6,46476835
MUR;2010-10-14;5,103588164
SBD;2010-04-12;2,240500271
ARS;2010-07-12;1,814236343
KMF;2010-02-05;6,52946651
JPY;2010-07-16;1,855223596
XDR;2010-03-17;7,46539247
CVE;2010-05-17;4,465774834
MZN;2010-02-15;1,28573668
CZK;2010-07-14;3,035539746
CDF;2010-05-14;2,787628949
CDF;2010-09-07;3,270511329
IRR;2010-10-08;4,623694003
KMF;2010-03-31;5,514616013
PHP;2010-03-01;7,613790393
THB;2010-09-27;7,407965839
JPY;2010-10-12;4,990948737
MMK;2010-07-29;6,270340502
SBD;2010-06-16;6,899624348
LSL;2010-08-27;1,206761658
ZWL;2010-01-27;4,510346115
MRU;2010-10-29;3,905062735
HTG;2010-11-09;4,668781817
ALL;2010-11-30;4,247157931
KES;2010-11-08;1,283139408
CVE;2010-02-08;3,82810086
CZK;2010-11-01;1,339555502
MXN;2010-04-15;3,607492089
GBP;2010-09-21;6,763113797
CLP;2010-05-19;4,042610109
CZK;2010-06-28;7,889063716
DZD;2010-03-31;4,880397141
COP;2010-02-18;5,438990951
MRU;2010-04-26;3,843303144
CLP;2010-02-10;3,029593766
KMF;2010-09-27;1,673299789
XOF;2010-05-24;5,922235072
SBD;2010-01-18;1,331849635
EGP;2010-02-22;1,012711823
TRY;2010-05-27;6,367910326
XOF;2010-08-04;2,468312562
CLP;2010-10-01;4,256553173
RON;2010-10-29;2,458880603
CLP;2010-08-11;5,465972126
ILS;2010-08-03;7,680611014
BYN;2010-02-18;1,141744733
MRO;2010-10-13;4,467411637
MRU;2010-04-08;1,3609249
SAR;2010-02-22;6,20320195
KMF;2010-08-17;3,349408329
USD;2010-04-15;7,781497836
SOS;2010-04-15;6,670790255
MGA;2010-04-30;2,461719453
BOB;2010-03-30;5,970257699
MUR;2010-04-02;6,5442065
IRR;2010-04-21;4,953690708
DJF;2010-09-22;6,476996601
MZN;2010-06-23;2,865370631
SOS;2010-11-15;5,420985281
AFN;2010-01-12;2,256034672
AFN;2010-06-18;5,066969752
AWG;2010-02-24;7,818635702
COP;2010-06-07;5,746217191
XPF;2010-11-22;7,21440208
UYU;2010-10-19;4,046699405
NIO;2010-03-01;4,742210567
USD;2010-03-04;3,411829233
BOB;2010-03-01;6,897168517
AWG;2010-06-24;2,964912295
SAR;2010-11-24;5,321427345
TTD;2010-09-09;5,227960169
XAU;2010-11-24;7,832498252
UGX;2010-08-02;4,510672808
MRU;2010-09-09;7,366682351
MMK;2010-08-17;5,878950953
DJF;2010-08-25;5,773654401
BOB;2010-11-29;7,33378607
CDF;2010-10-26;6,532806039
TRY;2010-03-11;3,930541039
DJF;2010-04-23;1,837813318
TTD;2010-06-28;6,541258335
XDR;2010-08-27;1,681694925
DZD;2010-08-05;4,274732828
ALL;2010-08-16;1,943028092
AFN;2010-05-25;7,889967442
ISK;2010-09-21;2,466908157
VES;2010-08-30;4,82750541
MRU;2010-02-18;5,753072739
SAR;2010-06-22;4,103650391
SBD;2010-07-07;7,432340562
ANG;2010-09-23;7,061056197
USD;2010-02-16;3,120121956
SSP;2010-02-15;3,108445704
XDR;2010-11-02;6,86911881
UGX;2010-11-11;4,044278204
CRC;2010-03-02;2,701490462
WST;2010-03-15;5,237019956
AWG;2010-11-25;1,495475292
MXN;2010-07-23;3,246883452
XAF;2010-09-28;7,95912832
EGP;2010-04-14;3,426409841
JPY;2010-09-08;1,804924548
MGB;2010-10-20;4,357025683
ARS;2010-05-26;1,482975841
SBD;2010-01-05;6,033387899
ARS;2010-05-18;5,294786215
SGD;2010-08-19;4,827525437
CUP;2010-10-12;3,900974274
MMK;2010-10-14;1,765526533
USD;2010-08-26;6,960868657
ZWL;2010-11-08;5,293108106
PHP;2010-03-18;1,109098375
JPY;2010-09-06;5,04869622
UYU;2010-08-31;3,778845727
XDR;2010-09-22;3,543480694
ZAR;2010-05-18;7,136482656
CLP;2010-07-14;6,82281059
MRU;2010-06-01;4,745751202
KES;2010-08-20;7,207083404
CZK;2010-04-19;4,079586506
EUR;2010-07-07;2,184292376
XPF;2010-05-10;1,44474566
SAR;2010-11-17;4,118427932
CUP;2010-05-31;7,796243668
CRC;2010-01-12;3,144585967
MGB;2010-01-27;4,137014806
VUV;2010-09-09;4,320471525
FJD;2010-05-17;4,296045482
ILS;2010-04-13;1,248494506
COP;2010-03-25;5,400119483
MXN;2010-02-18;6,248550534
ARS;2010-03-22;3,896199882
ALL;2010-03-25;5,811582088
UGX;2010-01-19;6,079169571
USD;2010-02-22;3,967753172
ZAR;2010-02-24;5,583364248
CRC;2010-05-26;1,482425094
LSL;2010-10-07;2,261226296
BYN;2010-05-12;4,072374642
CUP;2010-03-05;6,186122119
ANG;2010-04-13;1,586014748
SAR;2010-11-10;1,934199452
GIP;2010-10-19;5,316482723
NIO;2010-08-11;5,934989452
MRU;2010-02-12;1,34971261
CZK;2010-08-30;3,176228464
ILS;2010-06-11;6,958293498
AFN;2010-08-30;7,57549721
MZN;2010-04-05;3,149362862
MRU;2010-03-16;4,099901557
ALL;2010-04-01;7,469012797
PEN;2010-08-02;4,356783271
USD;2010-10-04;4,39068675
NIO;2010-07-21;5,692027867
FJD;2010-09-17;2,094849825
VUV;2010-04-20;7,018017411
OMR;2010-07-16;5,111113787
CVE;2010-08-26;1,621143222
ANG;2010-11-16;4,274813354
TRY;2010-10-15;3,516871691
XAF;2010-09-08;1,223908246
KES;2010-08-26;5,22037071
SBD;2010-06-15;3,018908441
SSP;2010-07-07;1,845976055
XAF;2010-03-29;3,393561125
TRY;2010-11-16;7,28278482
ALL;2010-08-03;7,45103842
ZWL;2010-11-16;2,260854959
CVE;2010-03-22;6,508301556
SZL;2010-09-10;4,847771227
DZD;2010-05-19;6,496629477
AFN;2010-07-23;5,057885349
EUR;2010-01-27;3,67946136
RON;2010-01-05;5,057945848
NIO;2010-02-24;7,3328619
SAR;2010-07-16;6,20008105
USD;2010-03-29;6,962792933
MZN;2010-03-10;7,486784399
DJF;2010-08-13;3,204900682
JPY;2010-11-25;7,526934683
SLL;2010-10-01;6,61507386
DJF;2010-05-10;5,871404052
SLL;2010-05-14;3,054463327
MGA;2010-06-30;1,060619712
ILS;2010-02-15;4,030401051
RON;2010-03-23;3,293827116
BOB;2010-05-13;3,820742548
OMR;2010-07-28;3,051604033
MGA;2010-01-25;5,705912948
KMF;2010-01-05;5,179717243
MUR;2010-05-18;3,917297244
GEL;2010-10-11;1,45397985
SSP;2010-04-14;2,572195947
WST;2010-04-14;6,992790282
HTG;2010-07-12;5,692621171
ARS;2010-09-01;5,682730675
ZWL;2010-01-20;4,213370442
OMR;2010-05-26;6,005178392
ZAR;2010-02-03;5,314026892
MGA;2010-12-01;5,99092865
DZD;2010-08-20;2,122285783
MGA;2010-11-10;7,92383796
THB;2010-09-14;7,496471286
VES;2010-05-26;6,56706959
SSP;2010-09-20;1,771249294
HTG;2010-07-13;5,557197094
HTG;2010-10-18;5,174287379
SAR;2010-03-23;5,783687592
SZL;2010-05-27;3,597423851
SLL;2010-11-25;7,105464339
SLL;2010-03-17;3,800384104
CDF;2010-10-25;2,228298724
SLL;2010-07-22;4,461658001
MXN;2010-07-21;1,632199466
AFN;2010-04-20;3,709461629
XOF;2010-09-01;7,964301169
COP;2010-08-16;4,809153855
OMR;2010-04-27;2,765985847
CZK;2010-06-10;5,261214852
SBD;2010-05-06;4,322324455
GEL;2010-05-18;1,826922297
WST;2010-08-05;7,376266599
XPF;2010-10-28;3,793720067
IRR;2010-02-15;6,40095973
COP;2010-11-24;1,580124676
PGK;2010-10-20;5,872580647
GEL;2010-01-13;1,355369866
JPY;2010-01-27;7,429499209
SGD;2010-09-07;3,227663636
ARS;2010-07-23;5,106230497
KMF;2010-06-08;3,60046798
MGB;2010-05-11;4,311802685
RON;2010-09-02;3,075769305
XAF;2010-07-07;1,756517649
TTD;2010-07-09;2,471530259
PGK;2010-04-21;6,118449926
CUP;2010-08-17;2,902189732
ALL;2010-07-29;1,073323607
OMR;2010-06-03;5,695420802
IRR;2010-11-11;1,421107352
DZD;2010-07-01;7,053031147
ZWL;2010-05-14;2,97790575
EUR;2010-07-29;7,103530467
MZN;2010-07-15;1,070196033
XAU;2010-03-17;1,561325014
USD;2010-06-23;4,853571594
VES;2010-08-25;1,184733033
ANG;2010-10-27;4,777796328
LBP;2010-03-08;2,437977672
XDR;2010-04-21;4,793937385
TRY;2010-04-22;2,496111512
GIP;2010-11-15;7,822211385
WST;2010-04-19;3,880870342
PGK;2010-09-16;4,686054826
USD;2010-07-09;3,239247262
THB;2010-09-01;3,552509606
CVE;2010-07-26;6,480187595
UGX;2010-04-05;4,030560434
EUR;2010-11-10;2,055628717
MGA;2010-03-15;5,389656126
KES;2010-02-26;1,394096971
SOS;2010-01-11;3,881892979
ZWL;2010-04-01;4,298017323
SOS;2010-03-25;5,980196595
CVE;2010-10-05;4,089449048
MXN;2010-08-26;2,749085009
SBD;2010-08-30;3,678832591
DJF;2010-01-08;1,554744005
MMK;2010-11-17;7,828665972
SLL;2010-01-15;6,972283721
USD;2010-11-02;4,940735638
XAF;2010-05-19;3,442216694
MZN;2010-03-11;3,124414444
JPY;2010-05-20;1,535408616
KES;2010-06-08;1,427078366
CDF;2010-01-04;1,252955139
UGX;2010-11-17;7,571723759
ZAR;2010-06-11;3,099308312
MZN;2010-06-21;4,738233089
GBP;2010-09-30;3,917456627
GEL;2010-01-05;3,83736676
RON;2010-07-13;4,448947012
BYN;2010-04-09;3,972171664
ISK;2010-03-05;6,826695025
BOB;2010-11-30;1,883824468
VES;2010-04-29;2,432643771
XDR;2010-01-18;7,941730976
EGP;2010-03-11;3,389176011
XPF;2010-01-13;2,378334701
BYN;2010-01-21;4,430156112
MXN;2010-10-18;7,536462188
RON;2010-04-13;3,681751966
FJD;2010-11-05;1,279092252
GEL;2010-07-16;4,605986655
PEN;2010-09-06;5,258467376
SGD;2010-11-05;5,438764393
CDF;2010-09-06;5,993566394
SLL;2010-11-29;2,085246801
LSL;2010-08-25;2,438885152
COP;2010-09-02;5,900942445
VUV;2010-01-15;5,923208892
AWG;2010-08-02;2,382771552
LSL;2010-07-01;2,55411768
MXN;2010-08-16;6,895705283
CLP;2010-10-07;5,22375989
NOK;2010-08-04;4,489328027
BOB;2010-10-20;3,447697461
WST;2010-07-08;3,705052733
XDR;2010-05-13;7,898394287
THB;2010-03-12;1,445850492
PHP;2010-05-26;1,221764088
CLP;2010-03-05;7,960363746
MZN;2010-05-12;7,591611147
LSL;2010-08-17;1,413265049
CAD;2010-11-22;4,076711774
DZD;2010-05-06;2,058360755
XAU;2010-03-15;7,85303694
ISK;2010-07-23;2,299310029
SAR;2010-07-27;2,561698794
CVE;2010-11-19;4,321141183
LSL;2010-01-21;7,746679366
DJF;2010-11-19;1,898511469
SOS;2010-01-01;1,349222362
CZK;2010-05-10;4,129514635
XDR;2010-07-08;2,475309551
MGB;2010-04-29;2,089305222
SLL;2010-01-18;6,189339817
SSP;2010-08-12;6,5685516
OMR;2010-07-19;4,425071299
XAF;2010-02-04;2,723170698
LSL;2010-04-15;6,35444957
XAU;2010-08-16;4,971855342
CZK;2010-03-04;5,83416605
ISK;2010-09-16;5,150765896
NOK;2010-11-23;5,980420649
UGX;2010-09-09;1,609656811
MRO;2010-11-15;2,655695021
CVE;2010-11-23;4,33163625
DJF;2010-11-22;4,398144364
AFN;2010-09-02;5,446123123
JPY;2010-02-05;5,552335501
CRC;2010-05-10;2,33529675
JPY;2010-08-12;5,793221354
MUR;2010-05-21;7,1202932
XAU;2010-06-29;1,829920113
CUP;2010-11-18;3,510476768
SZL;2010-06-17;6,062746048
USD;2010-06-17;7,050729692
XDR;2010-07-29;2,6091398
DZD;2010-05-11;6,305657983
XOF;2010-02-25;4,519393384
IRR;2010-09-16;6,124682963
GIP;2010-02-08;7,740256906
HTG;2010-01-29;5,751686275
MXN;2010-06-14;2,416657925
MRU;2010-08-05;1,889776707
MMK;2010-05-26;5,702584684
ARS;2010-11-10;2,762521148
WST;2010-07-05;7,341320455
PHP;2010-06-30;3,945122063
MGA;2010-09-30;1,494812727
SAR;2010-05-07;3,737433732
MRO;2010-05-12;3,490697861
UYU;2010-03-30;7,389616787
KMF;2010-04-02;2,271762252
OMR;2010-03-02;5,967324138
MMK;2010-05-17;6,48777914
XAF;2010-03-19;3,220053315
MMK;2010-08-05;5,476374984
MXN;2010-07-09;2,634528816
XPF;2010-10-07;6,523318172
NOK;2010-10-28;5,129646003
MMK;2010-06-24;7,023450613
MUR;2010-09-21;5,885740995
CRC;2010-08-18;5,063026071
EGP;2010-02-23;3,352174163
OMR;2010-06-29;5,716276586
LSL;2010-09-17;6,838698387
EGP;2010-04-02;7,127372384
USD;2010-08-31;4,583818674
JPY;2010-01-07;3,774743497
SGD;2010-08-02;2,977650404
CAD;2010-08-02;7,218218923
DJF;2010-10-04;4,543804824
NIO;2010-01-05;5,97724843
EUR;2010-06-23;2,64659518
IRR;2010-10-21;3,530484319
UGX;2010-07-08;2,091912925
RON;2010-09-23;1,261038601
AWG;2010-05-31;2,026488781
SGD;2010-06-09;7,665869355
SLL;2010-04-23;1,394645214
MUR;2010-10-28;4,217437208
TTD;2010-05-03;5,918129921
CZK;2010-09-16;3,164417028
UGX;2010-10-15;5,450793624
ILS;2010-03-12;1,302375078
XAU;2010-03-26;3,630770326
SOS;2010-01-15;7,222231448
HTG;2010-01-28;3,283207297
PGK;2010-07-30;4,881095171
DZD;2010-03-17;4,714528024
NIO;2010-09-22;3,946021199
USD;2010-12-01;3,331624627
PGK;2010-11-05;1,709299445
MRU;2010-06-22;6,69489336
OMR;2010-09-07;2,853348076
MRO;2010-02-18;7,715169966
PEN;2010-04-27;2,517097056
DJF;2010-03-29;3,990577459
USD;2010-05-24;1,652955115
MRU;2010-07-27;1,098488152
PEN;2010-11-10;7,214128375
TRY;2010-10-18;6,391391337
XDR;2010-05-21;2,485061944
TTD;2010-08-19;5,938386559
TTD;2010-01-21;6,528874874
GEL;2010-06-21;7,596570373
MUR;2010-02-24;6,926184118
CVE;2010-05-12;1,378903031
FJD;2010-11-26;5,594747186
RON;2010-11-24;7,049580634
SAR;2010-03-16;6,875346839
MRO;2010-09-03;6,386442542
ANG;2010-09-29;5,481522381
GBP;2010-03-11;5,603710592
THB;2010-04-06;4,400455415
AFN;2010-03-19;4,720276654
ILS;2010-05-17;1,105590701
MXN;2010-10-28;1,282971263
LSL;2010-01-25;3,940044343
THB;2010-07-12;4,332751513
ISK;2010-10-14;1,637823343
THB;2010-01-14;1,064700663
DJF;2010-01-04;5,485272884
CLP;2010-04-14;1,759472489
SOS;2010-04-22;5,907319427
ANG;2010-06-03;1,55614382
CLP;2010-10-14;3,714836419
XDR;2010-02-17;4,571259141
CAD;2010-07-22;6,637953222
AWG;2010-07-23;4,76331085
IRR;2010-08-04;7,018444657
MZN;2010-06-16;6,309343398
PGK;2010-09-24;2,393818617
ARS;2010-03-04;3,522681653
MXN;2010-09-16;6,589518785
FJD;2010-06-11;3,890252233
DZD;2010-05-24;3,529714525
ALL;2010-01-14;5,906152844
KMF;2010-10-05;5,454039693
MUR;2010-10-01;1,111189127
CLP;2010-04-20;2,990009665
CLP;2010-07-02;4,375394762
IRR;2010-01-13;3,851259768
XAF;2010-06-24;5,73514384
SZL;2010-10-27;5,54195559
CRC;2010-03-01;1,66497016
UYU;2010-10-11;2,07536006
VES;2010-05-13;2,977096319
EGP;2010-07-14;5,827003419
IRR;2010-01-15;4,229900777
KES;2010-09-06;7,106914639
VES;2010-01-13;5,22128737
JPY;2010-05-24;2,291171074
CLP;2010-11-22;7,931552172
LSL;2010-08-16;3,400612354
IRR;2010-04-13;2,206068575
GEL;2010-11-02;6,498374343
ISK;2010-01-12;2,886729181
PEN;2010-06-04;2,101858914
LBP;2010-03-31;6,26359719
SZL;2010-07-01;7,328089595
SBD;2010-07-29;3,468758523
BYN;2010-05-19;4,364061475
DZD;2010-09-22;6,479159951
HTG;2010-03-12;6,096212685
GEL;2010-04-15;3,162014186
DJF;2010-03-31;2,052973866
SOS;2010-03-23;1,755603075
UGX;2010-04-02;1,856834531
THB;2010-02-19;6,253461778
ARS;2010-11-17;6,976148546
BYN;2010-10-26;2,273210049
PEN;2010-07-21;5,627623439
VES;2010-05-12;1,240561664
MGB;2010-09-23;2,382889628
IRR;2010-08-23;4,8751809
SZL;2010-01-06;4,950576067
HTG;2010-11-10;3,641044259
ZWL;2010-03-11;1,056691051
THB;2010-02-22;7,237956524
UGX;2010-07-30;6,996784866
FJD;2010-06-21;2,330876589
CRC;2010-06-16;7,67440635
CLP;2010-04-19;3,924774468
THB;2010-10-20;3,595808744
XOF;2010-01-22;5,248999536
PEN;2010-03-10;2,255087554
ARS;2010-01-25;5,655969799
SZL;2010-08-04;7,781087279
XAU;2010-11-15;2,331734419
VUV;2010-05-28;5,89059341
IRR;2010-01-07;3,969905674
SBD;2010-09-03;5,738207161
MMK;2010-01-22;3,997395456
XAU;2010-12-01;5,248628616
MMK;2010-01-19;2,49496913
KES;2010-07-12;4,123385072
HTG;2010-10-06;5,244339049
CDF;2010-11-02;6,03837508
UGX;2010-03-17;2,920899272
NOK;2010-08-05;4,29860729
GIP;2010-01-06;7,983648241
SBD;2010-03-16;2,601617932
ARS;2010-03-26;4,706774175
AWG;2010-01-01;5,371791482
PHP;2010-09-06;6,994050324
NIO;2010-03-12;5,257839441
UGX;2010-07-05;1,307413578
SLL;2010-06-18;1,388333321
ARS;2010-01-05;4,514509261
CDF;2010-01-01;3,213936687
MZN;2010-06-18;6,371208131
OMR;2010-05-27;1,365619183
CAD;2010-06-25;7,152695894
GBP;2010-08-31;3,249231219
BYN;2010-01-22;3,083300769
ISK;2010-05-20;7,153053463
AFN;2010-03-23;3,256619155
XAU;2010-05-11;6,298508286
CZK;2010-02-18;1,975872636
CDF;2010-03-19;5,405335724
VUV;2010-11-08;3,860515237
FJD;2010-05-11;4,557084501
UGX;2010-06-10;5,576703966
MMK;2010-02-24;4,048082948
GIP;2010-06-03;1,364782631
MUR;2010-06-03;4,595435262
BYN;2010-03-29;4,165020287
CVE;2010-03-03;7,239914179
EGP;2010-04-27;3,159081876
CRC;2010-10-18;4,733374417
SLL;2010-11-26;2,823001087
CUP;2010-06-08;7,728564382
CZK;2010-09-21;4,208434999
MXN;2010-09-06;5,799831152
RON;2010-02-18;7,221533418
DZD;2010-03-23;2,023580253
BYN;2010-01-25;3,601222754
CZK;2010-09-20;6,922217488
ZAR;2010-01-06;7,347182572
XDR;2010-03-25;1,79512167
XDR;2010-08-24;5,190544844
THB;2010-09-07;7,489443839
XAF;2010-07-23;1,1859622
THB;2010-08-02;2,102260292
KES;2010-04-21;4,007193327
ZWL;2010-05-27;4,301785767
FJD;2010-09-22;7,544269025
UYU;2010-01-05;6,681771815
GBP;2010-07-19;4,396959007
PHP;2010-08-17;5,16370219
XDR;2010-02-24;1,355404079
XDR;2010-08-02;7,473794699
LBP;2010-10-21;1,8649593
LSL;2010-02-03;6,938002229
ANG;2010-07-28;4,057771921
XAF;2010-04-01;2,225645959
WST;2010-04-01;2,302377939
XAU;2010-08-04;4,420504272
AWG;2010-03-24;6,335085392
LBP;2010-05-19;2,434087396
LBP;2010-04-26;2,499579966
GEL;2010-08-05;1,311404407
SLL;2010-10-22;4,962708354
BOB;2010-06-28;6,116295755
CDF;2010-09-14;3,750904083
DZD;2010-03-16;5,183532834
EUR;2010-09-23;6,652762473
USD;2010-06-29;7,414039075
THB;2010-11-04;4,230595052
SGD;2010-10-01;1,108226776
UGX;2010-06-03;2,423501372
AFN;2010-09-30;7,397604704
FJD;2010-01-22;4,19303453
MZN;2010-06-08;5,541880071
MGA;2010-04-20;3,186712682
MZN;2010-10-12;3,595851719
CVE;2010-06-18;4,344860852
LSL;2010-02-25;2,039846063
MRO;2010-05-31;3,045520365
LSL;2010-06-24;2,236866176
IRR;2010-04-05;6,478907526
UGX;2010-07-23;5,79864037
PGK;2010-05-13;6,07311511
VES;2010-03-25;5,940247834
UYU;2010-01-15;7,416758597
XOF;2010-11-23;4,547083855
EGP;2010-02-03;3,789751768
TTD;2010-02-03;3,35484153
TRY;2010-06-02;5,654577911
CZK;2010-04-06;6,800847471
CUP;2010-01-07;2,397889972
THB;2010-07-23;1,056973517
CZK;2010-07-16;6,283562183
MZN;2010-04-19;7,773551643
XAF;2010-05-06;1,674040794
DZD;2010-01-18;6,419189036
XPF;2010-02-01;4,651775837
KMF;2010-06-28;7,226591527
VUV;2010-08-05;2,712381065
PGK;2010-06-01;7,951562226
ARS;2010-11-18;6,601146221
KMF;2010-07-12;1,330506146
XOF;2010-03-17;7,102936327
HTG;2010-02-10;5,071820915
WST;2010-01-29;4,780814171
SSP;2010-07-15;3,601272404
ZAR;2010-06-02;2,826664805
SSP;2010-10-27;2,653691471
AWG;2010-04-29;1,83429563
SGD;2010-04-07;5,813836396
TRY;2010-11-19;3,666679442
MRO;2010-10-14;4,781348646
MMK;2010-04-05;2,424839854
XAF;2010-05-25;6,66313988
SGD;2010-06-04;6,781239212
MZN;2010-05-06;5,006850719
SZL;2010-11-04;2,320085287
OMR;2010-09-08;2,81366384
VUV;2010-11-30;6,884783387
VUV;2010-06-28;6,671371877
SZL;2010-06-30;1,192452252
THB;2010-03-19;3,971795738
SGD;2010-01-27;1,415343702
COP;2010-05-27;6,560250759
LSL;2010-01-29;5,927120864
TTD;2010-06-16;7,413611412
SOS;2010-04-07;2,118433893
DZD;2010-06-23;3,589451373
SAR;2010-06-21;5,12084198
VES;2010-02-02;2,852070093
LBP;2010-03-26;3,77588129
CUP;2010-02-12;3,749897718
XAU;2010-09-21;3,442859232
LBP;2010-07-22;2,040843248
XPF;2010-06-02;7,52373451
MZN;2010-10-01;5,570082068
OMR;2010-04-28;6,387335002
HTG;2010-09-30;2,393571198
MUR;2010-10-13;7,631849051
COP;2010-03-29;2,26070267
HTG;2010-06-15;6,29445529
BOB;2010-08-20;3,546369195
OMR;2010-03-17;1,63187319
NIO;2010-05-05;4,208428741
DJF;2010-02-16;6,259015977
CVE;2010-01-04;3,506830573
SZL;2010-10-25;6,098619699
MRU;2010-08-19;5,638995528
ARS;2010-01-06;6,745951772
MGA;2010-01-27;2,833034277
ZAR;2010-05-24;3,364014804
VUV;2010-07-22;3,749737084
CAD;2010-05-04;1,816947103
XPF;2010-03-18;5,249440968
SOS;2010-08-10;5,903510094
COP;2010-05-24;3,040617049
XAU;2010-06-18;1,375857234
ANG;2010-07-01;6,913517773
KES;2010-06-14;2,165695071
XOF;2010-04-28;6,227374732
UYU;2010-10-12;1,600203574
ZAR;2010-11-01;7,034856915
XAU;2010-01-01;5,028547645
CZK;2010-09-03;6,046315849
VUV;2010-02-17;5,171401381
PHP;2010-04-23;3,285781205
OMR;2010-03-09;2,409705579
XDR;2010-11-15;6,730552137
MUR;2010-02-04;1,105297387
ALL;2010-08-23;6,597580135
AFN;2010-08-20;7,496941507
CAD;2010-03-17;1,694677114
MXN;2010-01-05;4,850160718
KES;2010-05-18;2,876428545
ALL;2010-09-02;1,793935478
XOF;2010-06-15;5,201397479
MXN;2010-03-08;1,299243331
WST;2010-07-07;3,766179383
CUP;2010-06-23;3,154383004
OMR;2010-05-31;4,039189219
XAU;2010-03-03;4,037392199
PGK;2010-05-03;6,672297716
AFN;2010-04-01;2,595968604
